Judul Lagu,Penyanyi,Genre,Lirik Lagu,Tahun Rilis,Label Emosi
akhir bulan,kunto aji,Pop,"Dalam hati aku selalu ingin beranjak pergi
Kota yang sama yang membuatku tegak berdiri
Hingaer-bingar sudut jalan yang takkan pernah mati
Kota yang sama yang membuatku merasa sepi
Jangan salahkan barisan panjang di pusat kota
Kita bergegas mengejar mimpi-mimpi yang sama
Jakarta, Jakarta dan kenangannya
Berpacu memburu impianku
Jakarta, Jakarta dan kenangannya
Berpacu memburu impianku
Sekeras-kerasnya
Benturkan (benturkan), bentuklah dirimu
Jakarta, Jakarta dan kenangannya
Berpacu memburu impianku
Jakarta, Jakarta dan kenangannya
Berpacu memburu impianku
Hingar-bingar jalan yang takkan pernah mati
Kota yang sama yang membuatku merasa sepi",2018,sedih
menjadi milikku,"kunto aji, adera",Pop,"Ow, lihat senyumanmu yang lebar
Ow, kau terlihat menikmati
Matahari cerah dan hangat
Ow, awan yang berbentuk hati
Semoga ini sebuah pertanda
Pertemuan ini memang takdirnya
Di waktu seharusnya di musim berbunga
Harapan tercipta
Kita sama-sama pernah terluka
Kita sama-sama pernah disakiti
Kita sama-sama ingin berhenti
Tuk terus mencari
Lupakanlah semua kita mulai sesuatu yang indah
Kita menyusuri berjalan menikmati langit cerah (langit cerah)
Kau dan aku sama punya mimpi masa depan indah
Semoga ini sebuah pertanda
Pertemuan ini memang takdirnya
Di waktu seharusnya di musim berbunga
Harapan tercipta
Kita sama-sama pernah terluka
Kita sama-sama pernah disakiti
Kita sama-sama ingin berhenti
Tuk terus mencari
Lupakanlah semua kita mulai sesuatu yang indah
Kita sama-sama pernah terluka
Kita sama-sama pernah disakiti
Kita sama-sama ingin berhenti
Tuk terus mencari
Lupakanlah semua kita mulai sesuatu yang indah
Kita menyusuri berjalan menikmati langit cerah
Kita menyusuri berjalan menikmati langit cerah (langit cerah)
Kita menyusuri berjalan menikmati langit cerah (langit cerah)",2023,senang
rima raga,kunto aji,Pop,"Tiba sudah waktuku
Jadi harap lelahmu
Tempatku bertumbuh, merangkak, berjalan, lari
Kini aku terbang tinggi, kembara
Terima kasih, ku harus pergi
Jangan bersedih, ini waktuku
Tak ada takut, tak ada ragu
Inilah aku, kebanggaanmu
Engkau tetap duniaku
Matahari pagi, udara yang sejuk nanti
Kini 'kan terbayang senyummu
Relakan
Terima kasih, ku harus pergi
Jangan bersedih, ini waktuku
Tak ada takut, tak ada ragu
Inilah aku, kebanggaanmu
Terima kasih, ku harus pergi
Jangan bersedih, ini waktuku
Tak ada takut, tak ada ragu
Inilah aku, kebanggaanmu",2023,tenang
buka buka buka,kunto aji,Pop,"Selama yang kau cari masih saja
Peran besar dalam nyaman yang kecil
Selama yang kau mau
Yang kau tuju tak seirama
Selama itu aku kan datang
Sebagai ingatan sebagai tamparan
Selama itu hari baik kan tiba
Aku rindu aku yang dulu
Yang bebas berlayar ke mana pun rindu
Tak peduli ragu
Hanya angan-angan sejauh memandang
Selama yang kau cari masih saja berputar-putar
Selama itu aku kan datang sebagai ingatan, sebagai tamparan
Selama itu terang cahaya
Aku rindu aku yang dulu
Yang bebas berlayar ke mana pun rindu
Tak peduli ragu
Hanya angan-angan sejauh memandang
Mengalirlah harap dan takdirku
Mengalirlah terang yang kau tuju
Mengalirlah harap dan takdirku
Mengalirlah
Aku rindu aku yang dulu
Yang bebas berlayar ke mana pun rindu
Senyuman itu",2023,sedih
amatiran,kunto aji,Pop,"Ragamu masih, jiwamu masih
Nafasmu masih, langkahmu masih
Hidupmu masih, mimpimu, harapmu
Apa yang hilang
Ragamu masih, jiwamu masih
Nafasmu masih, langkahmu masih
Berlari dalam lingkaran
Mencari apa yang hilang
Perjalanan menawar racun yang pekat membutakan, membutakan
Pencarian awal dan akhir yang tepat dari dalam, dari dalam
Ragamu masih, jiwamu masih
Nafasmu masih, langkahmu masih
Hidupmu, harapmu, mimpimu
Apa yang hilang
Ragamu masih, jiwamu masih
Nafasmu masih, langkahmu masih
Hidupmu masih, mimpimu, harapmu
Apa yang hilang
Ragamu masih, jiwamu masih
Nafasmu masih, langkahmu masih
Hidupmu masih, mimpimu, harapmu
Apa yang hilang
Ragamu masih, jiwamu masih
Nafasmu masih, langkahmu masih
Hidupmu masih, mimpimu, harapmu
Apa yang hilang
Ragamu masih, jiwamu masih
Nafasmu masih, langkahmu masih
Hidupmu masih, mimpimu, harapmu",2023,tenang
jernih,kunto aji,Pop,"Cukupkanlah
Ikatanmu
Relakanlah yang tak seharusnya untukmu
Cukupkanlah
Ikatanmu
Relakanlah yang tak seharusnya untukmu
Cukupkanlah
Ikatanmu
Relakanlah yang tak seharusnya untukmu
Cukupkanlah
Ikatanmu
Relakanlah yang tak seharusnya untukmu
Cukupkanlah
Ikatanmu
Relakanlah yang tak seharusnya untukmu
Yang sebaiknya kau jaga
Adalah
Dirimu sendiri",2018,tenang
asimetris,kunto aji,Pop,"lepaskanlah beban pikiranmu
dengarkan hatimu

kita bukanlah buah
yang terjatuh dekat pohonnya
cita-cita adalah benih
yang terbawa angin samudera

realita membawamu jatuh ke bawah
tapi ingat-ingatlah, ingat-ingatlah

bila mimpi tak sejalan dengan apa yang kau tuju
tak sesuai dengan apa yang kau mau
lepaskanlah beban pikiranmu, dengarkan hatimu

dunia ini lebih luas dari ruang kelas

ingatlah mimpimu yang kau kejar dulu
jangan layu, jangan kau ragu-ragu sekarang
ingatlah mimpimu yang kau kejar dulu
jangan layu, jangan kau ragu-ragu sekarang

ingatlah mimpimu yang kau kejar dulu
jangan layu, jangan kau ragu-ragu sekarang
ingatlah mimpimu yang kau kejar dulu
jangan layu, jangan kau ragu-ragu (ragu-ragu)

bila mimpi tak sejalan dengan apa yang kau tuju
tak sesuai dengan apa yang kau mau
lepaskanlah beban pikiranmu, dengarkan hatimu

bila mimpi tak sejalan dengan apa yang kau tuju
tak sesuai dengan apa yang kau mau
lepaskanlah beban pikiranmu, dengarkan hatimu

bila mimpi tak sejalan dengan apa yang kau tuju
tak sesuai dengan apa yang kau mau ooh
lepaskanlah beban pikiranmu, dengarkan hatimu, dengarkan hatimu",2015,tenang
salam pada rindu,kunto aji,Pop,"selalu seperti ini berjalan
derita paska senang-senang
aku dan keinginanku
di atas kebutuhan

mungkin kerasnya kehidupan
kerasnya arus pergaulan
aku dan keinginanku
di atas kebutuhan

hidup di akhir bulan
dengan teman mie instan
hidup di akhir bulan
aku harus bertahan
aku dan keinginanku
di atas kebutuhan

(kayaknya ngutang deh)

hidup di akhir bulan dengan teman mie instan
hidup di akhir bulan, aku harus bertahan

(hidupku hanya rotasi) takkan berkesudahan
(pasang surut terus berganti) dalam lingkaran setan
(hidupku hanya rotasi, aku harus merubah diri)

aku dan keinginanku
dan jiwa mudaku (jiwa mudaku)
di atas kebutuhan",2016,sedih
hiduplah sebelum mati,kunto aji,Pop,"Hai kamu jelita mengapa kau menatapku manja
Membuatku jatuh cinta pada pandangan pertama
Senyummu jelita selalu membuatku terpana
Seolah tak berdaya diterpa badai asmara
Kau bagaikan hangat mentari
Membuat dunia bersinar lagi
Setiap kupejamkan mata kamu selalu ada
Kau selalu ada
Di hariku kini ada kamu
Yang mengisi ruang hatiku
Harus kucoba dapatkan kamu
Sebelum kau jauh dariku
Tak kan lelah ku mengejar hingga dunia tak lagi berputar
Ku tak kan pernah rela
Bila kau tiada menjadi milikku
Kau bagaikan hangat mentari
Membuat dunia bersinar lagi
Setiap kupejamkan mata kamu selalu ada
Kau selalu ada (selalu ada)
Kamu yang mengisi ruang hatiku
Harus kucoba dapatkan kamu
Sebelum kau jauh dariku
Tak kan lelah ku mengejar hingga dunia tak lagi berputar
Ku tak kan pernah rela
Ku tak kan pernah rela
Ku tak kan pernah rela
Bila kau tiada menjadi milikku
Menjadi milikku
Menjadi milikku",2016,senang
bungsu,kunto aji,Pop,"Hati-hati melangkah
Mereka tak ingin ku salah
Tapi ku harus tahu
Bukan dari meniru
Menemukan iramaku
Di antara yang tak terucap
Tanda tanya yang selalu ada
Duka lara
Juga asa
Ku indahkan apa adanya
Ah-aah, ah
Ah-ah, ah-aah, ah
Ah-ah, ah-aah, ah-ah
Ah-ah, ah-aah, ah-aah
Ah-aah, ah
Ah-ah, ah-aah, ah
Ah-ah, ah-aah, ah-ah
Ah-ah, ah-aah, ah-aah
Menari-nari di awan-awan
Memeluk hari gelap
Dinanti-nanti
Disayang-sayang
Harapan hari terang
Di antara suka duka
Di sana lah aku berada
Duka lara
Juga asa
Ku indahkan apa adanya
Ah-aah, ah
Ah-ah, ah-aah, ah
Ah-ah, ah-aah, ah-ah
Ah-ah, ah-aah, ah-aah
Ah-aah, ah
Ah-ah, ah-aah, ah
Ah-ah, ah-aah, ah-ah
Ah-ah, ah-aah, ah-aah
Ah-aah, ah
Ah-ah, ah-aah, ah
Ah-ah, ah-aah, ah-ah
Ah-ah, ah-aah, ah-aah",2024,tenang
mantra 5,kunto aji,Pop,"Di kala sepi tidak pernahkah terpikir
Pelabuhan impian itu mungkin aku
Mau tapi ragu, benci tapi rindu
Atau pura-pura tidak tahu

Semua tahu aku jatuh hati padamu
Tapi mengapa tak juga kau buka matamu
Mereka tahu aku jatuh hati padamu
Tapi mengapa tak juga kau buka matamu

Lihat sekeliling, bukalah cakrawalamu
Sejelas ini mauku
Kutarik daun telingamu
Bukalah matamu yeah

Monyetpun tahu aku jatuh hati padamu
Tapi mengapa tak juga kau buka matamu
Mereka tahu aku jatuh hati padamu
Tapi mengapa tak juga kau buka matamu

Tapi mengapa tak juga kau buka matamu
Tapi mengapa tak juga kau buka matamu
Buka buka matamu",2015,sedih
mantra 1,kunto aji,Pop,"Memahami hati wanita aku
Selamanya amatiran

Kadang dia ingin sendiri
Tapi harus ditemani
Mana yang harus kuikuti
Persimpangan penuh misteri
Kompleks dan keindahannya
Yang membuatku jatuh hati
Dalam belukar pikirannya
Ku mencoba tuk mengerti

Uh, katakan padaku
Uh, jelaskan padaku
Uh, katakan padaku
Uh, jelaskan padaku
Memahami hati wanita aku
Selamanya amatiran

Lebih baik ku bertanya
Daripada ku gagal lagi
Bertanya pada siapa
Karena dia pun tak mengerti

Uh, katakan padaku
Uh, jelaskan padaku
Uh, katakan padaku
Uh, jelaskan padaku
Memahami hati wanita aku
(Selamanya)
Selamanya amatiran

Wanita cantik mulia
Di bawah kakinya terdapat
Terdapat surga
Berulang kali aku mencoba
Mengerti hatinya tak bisa

Uh, katakan padaku
Uh, jelaskan padaku
Uh, katakan padaku
Uh, jelaskan padaku

Memahami hati wanita aku
Memahami hati wanita aku
Selamanya amatiran
Yeah, yeah
Selamanya amatiran
Selamanya, selamanya
Selamanya amatiran
Selamanya amatiran",2015,tenang
arah,kunto aji,Pop,"Aku berserah semakin malam
Semakin lirih suara terdengar
Mengapa dunia tak adil
Luka yang basah masih terasa
Tak ada maaf sempat terucap
Aku hanya ingin merasakan damai
Jiwa yang tertawan
Aku memaafkan
Hati yang berlubang
Aku memaafkan
Hm hm
Agar yang keruh terurai luruh
Agar hatiku semakin teduh
Aku hanya ingin merasakan damai
Jiwa yang tertawan
Aku memaafkan
Hati yang berlubang
Aku memaafkan
Aku memaafkan
Aku memaafkan
Aku hanya ingin merasakan damai
Jiwa yang tertawan
Aku memaafkan
Hati yang berlubang
Aku memaafkan
Aku memaafkan
Aku memaafkan
Aku memaafkan
Aku memaafkan
Hm hm",2023,tenang
sesali,kunto aji,Pop,"Duka lara hanya datang dengan sukacita
Hanya berganti rupa dalam peristiwa
Dalam sepi, terciptalah manusia mandiri
Hanya kesepian yang bisa membantumu reda
Dan cinta paling tinggi maknanya
Cara melihat dunia yang tak pernah sempurna
Dalam ragu, terciptalah manusia jitu
Hanya keraguan yang bisa mengasah nalurimu
Dalam sedih, terciptalah manusia penuh syukur
Yang merayakan indah pertemuan sampai dipisahkan
Dan cinta paling tinggi maknanya
Cara melihat dunia yang tak pernah sempurna
Ada dan tiada rahasia
Mengalirlah semua dijalani seapa-adanya
Oh, oh-oh-oh
Oh, oh-oh-oh
(Oh, oh-oh-oh)
(Oh, oh-oh-oh-oh)
maknanya
Cara melihat dunia yang tak pernah sempurna
Ada dan tiada rahasia
Mengalirlah semua dijalani seapa-adanya
Dan cinta paling tinggi maknanya
Cara melihat dunia yang tak pernah sempurna
Ah-ah-ah
Uh-uh-uh-uh-uh
Ah-oh-ah-oh-oh
Uh-uh-uh-uh-uh",2023,tenang
mantra 4,kunto aji,Pop,"Hasrat, harap
Asa, cita
Jauh, kejar
Megah, dunia
Peluk, hangat
Damai, rumah
Salam pada rindu
Rindu, rindu
Rindu, rindu, oh
(Selamanya) Dengarlah angin berlagu
(Selamanya) Akan kutitipkan rindu
(Selamanya) Yang kutunggu bersimpuh dalam pelukmu
Jauh, megah
Hasrat, dunia
Pulang, aromamu
Masakan, rumah
Salam pada rindu
Maha pengasih, maha penyayang
Maha baik, maha melindungi
Jaga mereka, yang aku jaga
Rawat mereka
Salam pada rindu
Rindu, rindu
Rindu, rindu, oh
Rindu, rindu
Rindu, rindu, oh
(Selamanya) Dimanapun ku berada
(Selamanya) Ingatanku akan sama
(Selamanya) Tutur lembut hangat peluk urai tawa",2022,tenang
mantra 3,kunto aji,Pop,"Awan yang teduh
Angin berhembus
Dengan izin-Nya
Arah hidupku
Menjadi makna
Seperti sang Surya
Peranku di dunia
Muda sebelum tua
Sehat sebelum sakit
Kaya sebelum miskin
Lapang sebelum sempit
Dan di antaranya, waktu bergulir
Berputar, berjalan
Oh, kadang dia berlari
Setiap detik terlewati
Semoga bisa menyinari
Di jalan yang aku pilih
Hiduplah sebelum mati
Muda sebelum tua
Sehat sebelum sakit
Kaya sebelum miskin
Lapang sebelum sempit
Dan di antaranya waktu bergulir
Berputar, berjalan
Oh, kadang dia berlari
Terangi penuh jalanku
Sebelum Kauambil nyawaku
Semoga sejalan perintah-Mu
Hiduplah sebelum mati
Hiduplah sebelum mati
Hiduplah sebelum mati",2024,tenang
mantra 2,kunto aji,Pop,"Cukupkanlah
Ikatanmu
Relakanlah yang tak seharusnya untukmu
Cukupkanlah
Ikatanmu
Relakanlah yang tak seharusnya untukmu
Cukupkanlah
Ikatanmu
Relakanlah yang tak seharusnya untukmu
Cukupkanlah
Ikatanmu
Relakanlah yang tak seharusnya untukmu
Sebelum kau menjaga
Merawat melindungi segala yang berarti
Yang sebaiknya kau jaga
Adalah dirimu sendiri",2018,tenang
gema,kunto aji,Pop,"Yang ditunggu, yang diharap
Biarkanlah semesta bekerja untukmu
Na-na-na-na-na
Semua itu bukan salahmu
Jangan berhenti
Yang kautakutkan takkan terjadi",2018,tenang
suara,kunto aji,Pop,"Masih banyak yang belum sempat
Kukatakan padamu
Masih banyak yang belum sempat
Kusampaikan padamu
Tak ada yang seindah matamu
Hanya rembulan
Tak ada yang selembut sikapmu
Hanya lautan
Tak tergantikan
Oh walau kita tak lagi saling",2018,sedih
pejuang berkah,kunto aji,Pop,"Apa pun yang sudah terjadi
Tetap di sini
Rasa ragu yang kaumiliki
Biarkan pergi
Lelah ku mempertanyakan diri
Kadang-kadang di luar kendali
Hanya ingin tetap berdiri
Ku takut sendiri
Berat sesak di dada
Hanya 'tuk sementara
Semua 'kan terkendali
Jaga harapmu tinggi
Hm-mm-mm
(Hm-hm-hm)
Semua 'kan baik-baik saja
Jalan 'kan indah, sebut saja nama-Nya
Tenang, tenang, senang pasti 'kan menyapa
Biar waktu yang tentukan arah kita
Yakin esok 'kan ada kabar dari mentari tentang hari yang indah",2023,tenang
magic hour,jkt48,Pop,"Kutahu tak mungkin lagi memilikimu
Kutahu tak mungkin lagi kumenikahimu
Kutahu tak mungkin lagi membuatmu kembali hidup
Ini yang kuselalu sesali
Kau takkan terganti
Mimpi-mimpi kita berdua sudah mendekati
Dekati wujud nyata tapi yang menghendaki
Kau meninggalkanku sendiri di dunia ini
Terbatas batasan yang tak sanggup lagi kulewati
Kau ingat kan? berapa kali rintangan terlewati
Bukan karena kuatku tapi kecupan semangat darimu sayang
Masih terasa melekat itu semua di bibir
Kutelah ucapkan janjiku untuk ibumu
Ucapkan janjiku 'kan jadi lelaki terbaik tak seperti ayahmu
Dan kau saksikan sendiri kuubah semua caraku perlakukanmu
Dengan cincin terindah yang kusiapkan kini sekarang kubawa didepanmu
Haha, I know it's crazy baby, damn! I miss your smile badly
Kutahu tak mungkin lagi memilikimu
Kutahu tak mungkin lagi kumenikahimu
Kutahu tak mungkin lagi membuatmu kembali hidup
Ini yang kuselalu sesali
Kau takkan terganti
Hari-hari kelam tanpamu
Kini ku kembali dua tahun lalu
Tepat kau pergi sirnakan janji
Katakan padaku harus bagaimana lagi hidup ini ku jalani
Berhenti sesali, berhenti menutup hatiku, yah
Untuk menggantikanmu, untuk merangkul kisah baru pun ku tak mampu
Seakan ""buta kitab suci"", Tuhan saksikan kumerapuh
Sayangku merasuk terlalu ke dalam angan-angan, yaa
Mungkin sekarang kita berbahagia
Kita telah bertiga, jiwa dari cinta kita
Ha-ha, aku dimana kamu dimana
Bisakah sejenak sekarang berjumpa?
Ha-ha, I know itu tak mungkin lagi, baby
I need you know badly
Kutahu tak mungkin lagi memilikimu
Kutahu tak mungkin lagi kumenikahimu
Kutahu tak mungkin lagi membuatmu kembali hidup
Ini yang kuselalu sesali
Kau takkan terganti
Kutahu ini tak mungkin
Tak mungkin lagi memilikimu tak mungkin, tak mungkin lagi
Yasudah tak mungkin lagi
Kutahu ini tak mungkin, tak mungkin lagi
Tuhan apa yang mungkin,
Mungkin ku jalani lagi, karena tak mungkin lagi
Kutahu tak mungkin lagi kumemilikimu
Kutahu tak mungkin lagi kumenikahimu
Kutahu tak mungkin lagi membuatmu kembali hidup
Ini yang kuselalu sesali
Kau takkan terganti
Kutahu ini tak mungkin, tak mungkin lagi
Tuhan apa yang mungkin kujalani lagi",2020,sedih
kebun binatang saat hujan,jkt48,Pop,"Dalam hati aku selalu ingin beranjak pergi
Kota yang sama yang membuatku tegak berdiri
Hingar bingar sudut jalan yang takkan pernah mati
Kota yang sama yang membuatku merasa sepi
Jangan salahkan barisan panjang di pusat kota ah
Kita bergegas mengejar mimpi-mimpi yang sama
Jakarta Jakarta dan kenalannya
Berpacu memburu impianku
Jakarta Jakarta dan kenalannya
Berpacu memburu impianku
Sekeras-kerasnya
Benturkan bentuklah dirimu
Jakarta Jakarta dan kenalannya
Berpacu memburu impianku
Jakarta Jakarta dan kenalannya
Berpacu memburu impianku ho
Hingar bingar sudut jalan yang takkan pernah mati
Kota yang sama yang membuatku merasa sepi",2018,sedih
sakura no hanabiratachi,jkt48,Pop,"Aku punya rencana
Hm
Kau jangan takut
Walau semua masih ada di kepala
Jika kau mau bersabar
Dan mencoba mengerti
Ku pastikan kau bahagia
Jika kau bisa bertahan
Menunggu ku di sini
Ku pastikan kau bahagia
Tapi tunggu dulu
Ku rangkai dengan waktu yeah
Ku semai harapanmu
Sebelum ku temui
Ayahmu",2018,tenang
arah sang cinta dan balasannya,jkt48,Pop,"Lihat kelasmu
Kau habiskan dulu
Malam segera berakhir
Esok kita singkap takdir
Katamu
Dalam ku ingat
Suara terdengar
Jangan berubah
Jangan berubah",2018,senang
seventeen,jkt48,Pop,"Dengarlah oh dengarlah
Barisan muda bergerak
Menggantikan yang berserak
Dengarlah oh dengarlah
Barisan muda bergerak
Menggantkan yang berserak
Dengarlah oh dengarlah
Barisan muda bergerak
Menggantikan yang berserak
Dengarlah oh dengarlah
Barisan muda bergerak
Menggantikan yang berserak
Dengarlah oh dengarlah
Barisan muda bergerak
Menggantikan yang berserak
Dengarlah oh dengarlah
Barisan muda bergerak
Menggantikan yang berserak
Dengarlah oh dengarlah
Barisan muda bergerak
Menggantikan yang berserak",2015,marah
heavy rotation,jkt48,Pop,"Kami datang dengan keyakinan besar
Kami bentuk diri diatas pengalaman
Dibawa angin yang berhembus kencang
Ini suara hati yang lantang terekam kegelisahan
Dengarlah oh dengarlah
Barisan muda bergerak menggantikan yang berserak
Dengarlah oh dengarlah
Barisan muda bergerak menggantikan yang berserah",2015,marah
